Year,Month,Domestic (Thousands),International (Thousands),Total (Thousands)
2012,5,"7,588,588","5,462,093","13,050,681"
2012,6,"7,315,190","5,499,736","12,814,926"
2012,7,"7,628,634","5,924,841","13,553,475"
2012,8,"7,487,252","5,713,201","13,200,452"
2012,9,"6,863,371","5,295,312","12,158,683"
2012,10,"6,981,432","5,366,455","12,347,887"
2012,11,"6,988,686","5,118,803","12,107,489"
2012,12,"7,402,304","5,566,203","12,968,508"
2012,TOTAL,"87,237,682","65,240,912","152,478,594"
2013,1,"7,297,779","5,470,904","12,768,683"
2013,2,"6,599,349","4,927,246","11,526,595"
2013,3,"7,448,475","5,624,620","13,073,094"
2013,4,"7,050,099","5,401,491","12,451,590"
2013,5,"7,360,003","5,697,200","13,057,203"
2013,6,"7,334,295","5,846,368","13,180,664"
2013,7,"7,630,531","6,263,972","13,894,503"
2013,8,"7,628,508","6,150,199","13,778,707"
2013,9,"6,932,514","5,438,270","12,370,784"
2013,10,"7,273,785","5,569,514","12,843,299"
2013,11,"6,970,610","5,339,049","12,309,659"
2013,12,"7,237,252","5,859,881","13,097,132"
2013,TOTAL,"86,763,200","67,588,713","154,351,912"
2014,1,"7,248,275","5,872,089","13,120,364"
2014,2,"6,476,787","5,230,117","11,706,904"
2014,3,"7,511,342","5,915,060","13,426,402"
2014,4,"7,112,944","5,697,402","12,810,347"
2014,5,"7,273,816","5,985,906","13,259,722"
2014,6,"7,369,968","6,157,729","13,527,697"
2014,7,"7,708,058","6,513,340","14,221,397"
2014,8,"7,473,813","6,233,262","13,707,075"
2014,9,"6,899,673","5,584,213","12,483,886"
2014,10,"7,205,543","5,714,798","12,920,341"
2014,11,"6,980,360","5,599,038","12,579,397"
2014,12,"7,629,594","6,035,779","13,665,373"
2014,TOTAL,"86,890,172","70,538,735","157,428,907"
2015,1,"7,236,544","5,833,975","13,070,520"
2015,2,"6,282,701","5,152,645","11,435,346"
2015,3,"7,567,841","5,848,098","13,415,939"
2015,4,"7,490,511","5,656,026","13,146,537"
2015,5,"7,464,600","6,212,718","13,677,318"
2015,6,"7,608,714","6,344,015","13,952,729"
2015,7,"13,433,644","8,846,111","22,279,755"
2015,8,"13,040,870","8,641,115","21,681,985"
2015,9,"11,602,588","7,830,880","19,433,468"
2015,10,"12,077,896","7,643,942","19,721,837"
2015,11,"11,611,497","6,761,840","18,373,337"
2015,12,"12,323,293","7,638,776","19,962,068"
2015,TOTAL,"117,740,700","82,410,140","200,150,839"
2016,1,"11,731,985","7,236,974","18,968,959"
2016,2,"11,307,796","6,700,236","18,008,032"
2016,3,"12,894,677","7,634,767","20,529,443"
2016,4,"12,094,565","7,661,136","19,755,700"
2016,5,"12,699,221","8,299,663","20,998,885"
2016,6,"13,337,906","8,504,526","21,842,432"
2016,7,"13,748,059","8,931,410","22,679,468"
2016,8,"13,197,741","8,636,048","21,833,789"
2016,9,"11,514,602","7,655,037","19,169,639"
2016,10,"11,966,560","7,655,472","19,622,032"
2016,11,"11,625,958","6,542,171","18,168,129"
2016,12,"12,339,582","7,550,291","19,889,873"
2016,TOTAL,"148,458,652","93,007,729","241,466,381"
2017,1,"11,906,091","7,137,120","19,043,211"
2017,2,"10,817,748","6,369,415","17,187,163"
2017,3,"12,714,264","7,604,403","20,318,667"
2017,4,"11,951,479","7,995,702","19,947,181"
2017,5,"12,634,340","8,867,560","21,501,900"
2017,6,"13,080,057","8,967,657","22,047,714"
2017,7,"13,620,668","9,427,143","23,047,811"
2017,8,"13,438,389","9,096,731","22,535,119"
2017,9,"11,226,666","7,749,431","18,976,097"
2017,10,"12,275,793","8,200,539","20,476,331"
2017,11,"11,375,384","6,898,397","18,273,781"
2017,12,"12,482,195","7,871,633","20,353,828"
2017,TOTAL,"147,523,072","96,185,730","243,708,802"
2018,1,"12,121,308","7,471,579","19,592,887"
2018,2,"11,176,619","6,701,867","17,878,486"
2018,3,"12,636,079","7,843,723","20,479,802"
2018,4,"12,204,254","8,217,036","20,421,289"
2018,5,"12,828,585","8,923,273","21,751,858"
2018,6,"13,207,884","9,050,717","22,258,601"
2018,7,"13,669,488","9,406,862","23,076,350"
2018,8,"13,457,585","9,186,949","22,644,534"
2018,9,"12,225,585","8,330,569","20,556,154"
2018,10,"12,787,012","8,218,385","21,005,397"
2018,11,"12,055,161","6,697,640","18,752,801"
2018,12,"12,538,423","7,523,221","20,061,644"
2018,TOTAL,"150,907,982","97,571,820","248,479,803"
2019,1,"12,401,865","7,295,076","19,696,941"
2019,2,"11,507,587","6,514,132","18,021,718"
2019,3,"13,021,888","7,580,296","20,602,184"
2019,4,"12,037,896","7,689,765","19,727,662"
2019,5,"12,911,875","8,610,241","21,522,117"
2019,6,"12,850,824","9,080,562","21,931,386"
2019,7,"13,393,599","9,495,266","22,888,865"
2019,8,"13,497,465","9,298,966","22,796,430"
2019,9,"12,308,126","8,319,417","20,627,543"
2019,10,"12,847,395","7,977,907","20,825,302"
2019,11,"12,617,579","6,641,569","19,259,149"
2019,12,"13,347,773","7,532,812","20,880,585"
2019,TOTAL,"152,743,872","96,036,009","248,779,882"
2020,1,"12,600,658","7,305,902","19,906,560"
2020,2,"11,869,527","6,199,692","18,069,219"
2020,3,"10,985,368","4,211,108","15,196,476"
2020,4,"4,155,339","417,853","4,573,192"
2020,5,"3,455,736","429,196","3,884,933"
2020,6,"4,409,557","778,156","5,187,714"
2020,7,"7,510,347","1,347,955","8,858,302"
2020,8,"7,419,696","1,540,468","8,960,164"
2020,9,"6,253,012","1,486,465","7,739,478"
2020,10,"6,640,807","1,834,678","8,475,484"
2020,11,"6,757,161","2,246,050","9,003,211"
2020,12,"7,211,606","2,463,529","9,675,135"
2020,TOTAL,"89,268,814","30,261,053","119,529,867"
2021,1,"6,978,935","2,997,814","9,976,750"
2021,2,"5,989,800","2,835,447","8,825,246"
2021,3,"8,661,463","3,727,243","12,388,706"
2021,4,"9,277,862","4,291,417","13,569,279"
2021,5,"11,029,284","4,323,812","15,353,096"
2021,6,"12,596,565","4,720,256","17,316,821"
2021,7,"13,317,148","5,115,682","18,432,829"
2021,8,"12,797,222","4,783,063","17,580,284"
2021,9,"11,792,102","4,368,886","16,160,988"
2021,10,"12,353,775","4,684,697","17,038,473"
2021,11,"12,551,110","4,604,969","17,156,079"
2021,12,"12,770,176","5,479,247","18,249,423"
2021,TOTAL,"130,115,442","51,932,532","182,047,974"
2022,1,"11,597,543","5,856,884","17,454,428"
2022,2,"10,280,250","5,375,300","15,655,549"
2022,3,"12,240,964","6,351,062","18,592,027"
2022,4,"11,327,787","7,075,858","18,403,644"
2022,5,"11,975,382","7,605,028","19,580,410"
2022,6,"12,130,238","7,895,868","20,026,106"
2022,7,"12,862,814","8,187,588","21,050,402"
2022,8,"12,838,633","7,978,146","20,816,780"
2022,9,"11,861,118","7,181,103","19,042,221"
2022,10,"12,740,655","7,198,515","19,939,171"
2022,11,"12,306,079","6,710,104","19,016,183"
2022,12,"12,829,378","7,434,781","20,264,159"
2022,TOTAL,"144,990,841","84,850,239","229,841,079"
2023,1,"12,524,250","7,000,233","19,524,483"
2023,2,"11,898,115","6,363,224","18,261,339"
2023,3,"13,168,054","7,335,094","20,503,149"
2023,4,"12,395,780","7,636,936","20,032,716"
2023,TOTAL,"49,986,199","28,335,488","78,321,687"
