Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2012,7,"5,862,790","2,118,354","7,981,144"
2012,8,"5,670,333","1,962,848","7,633,181"
2012,9,"4,927,838","1,632,458","6,560,296"
2012,10,"5,307,352","1,638,952","6,946,304"
2012,11,"5,217,765","1,663,385","6,881,150"
2012,12,"5,377,297","1,828,984","7,206,281"
2012,TOTAL,"65,009,559","21,321,233","86,330,792"
2013,1,"5,195,596","1,781,780","6,977,376"
2013,2,"4,822,406","1,537,307","6,359,713"
2013,3,"5,673,163","1,872,393","7,545,556"
2013,4,"5,349,248","1,686,536","7,035,784"
2013,5,"5,661,503","1,796,344","7,457,847"
2013,6,"5,766,511","1,953,480","7,719,991"
2013,7,"5,904,915","2,168,377","8,073,292"
2013,8,"5,717,993","2,068,984","7,786,977"
2013,9,"5,004,226","1,634,307","6,638,533"
2013,10,"5,537,823","1,687,648","7,225,471"
2013,11,"5,039,567","1,630,630","6,670,197"
2013,12,"5,379,304","1,950,554","7,329,858"
2013,TOTAL,"65,052,255","21,768,340","86,820,595"
2014,1,"5,222,881","1,881,402","7,104,283"
2014,2,"4,816,811","1,558,364","6,375,175"
2014,3,"5,741,624","1,807,255","7,548,879"
2014,4,"5,501,405","1,767,296","7,268,701"
2014,5,"5,767,256","1,820,960","7,588,216"
2014,6,"5,935,921","1,918,545","7,854,466"
2014,7,"6,137,012","2,106,182","8,243,194"
2014,8,"5,846,685","1,969,771","7,816,456"
2014,9,"5,163,078","1,549,901","6,712,979"
2014,10,"5,586,600","1,599,344","7,185,944"
2014,11,"5,099,070","1,591,197","6,690,267"
2014,12,"5,566,235","1,873,600","7,439,835"
2014,TOTAL,"66,384,578","21,443,817","87,828,395"
2015,1,"5,140,185","1,807,013","6,947,198"
2015,2,"4,684,026","1,532,258","6,216,284"
2015,3,"5,730,340","1,776,793","7,507,133"
2015,4,"5,688,230","1,671,021","7,359,251"
2015,5,"5,704,600","1,777,277","7,481,877"
2015,6,"5,938,232","1,950,817","7,889,049"
2015,7,"11,012,728","2,955,422","13,968,150"
2015,8,"10,562,351","2,778,911","13,341,262"
2015,9,"9,394,625","2,153,178","11,547,803"
2015,10,"10,202,478","2,217,380","12,419,858"
2015,11,"9,500,290","2,020,508","11,520,798"
2015,12,"9,721,932","2,370,064","12,091,996"
2015,TOTAL,"93,280,017","25,010,642","118,290,659"
2016,1,"9,044,128","2,237,425","11,281,553"
2016,2,"8,630,105","1,931,654","10,561,759"
2016,3,"10,231,931","2,403,928","12,635,859"
2016,4,"9,612,141","2,218,028","11,830,169"
2016,5,"10,283,822","2,330,575","12,614,397"
2016,6,"10,576,237","2,570,740","13,146,977"
2016,7,"10,707,983","2,855,898","13,563,881"
2016,8,"10,094,479","2,610,334","12,704,813"
2016,9,"9,213,005","2,007,737","11,220,742"
2016,10,"9,669,243","2,094,834","11,764,077"
2016,11,"9,228,542","1,941,246","11,169,788"
2016,12,"9,334,761","2,360,973","11,695,734"
2016,TOTAL,"116,626,377","27,563,372","144,189,749"
2017,1,"8,850,729","2,200,571","11,051,300"
2017,2,"8,313,772","1,853,828","10,167,600"
2017,3,"10,234,502","2,298,450","12,532,952"
2017,4,"9,606,283","2,453,381","12,059,664"
2017,5,"10,136,949","2,545,846","12,682,795"
2017,6,"10,253,686","2,754,153","13,007,839"
2017,7,"10,476,594","2,971,718","13,448,312"
2017,8,"10,366,917","2,746,344","13,113,261"
2017,9,"8,844,642","1,941,685","10,786,327"
2017,10,"10,184,330","2,201,837","12,386,167"
2017,11,"9,486,559","2,018,610","11,505,169"
2017,12,"9,716,423","2,403,612","12,120,035"
2017,TOTAL,"116,471,386","28,390,035","144,861,421"
2018,1,"9,031,178","2,233,160","11,264,338"
2018,2,"8,753,570","1,957,329","10,710,899"
2018,3,"10,422,226","2,442,033","12,864,259"
2018,4,"9,879,265","2,362,254","12,241,519"
2018,5,"10,356,532","2,549,757","12,906,289"
2018,6,"10,635,376","2,775,993","13,411,369"
2018,7,"10,882,459","2,938,321","13,820,780"
2018,8,"10,584,430","2,719,275","13,303,705"
2018,9,"9,004,336","2,088,901","11,093,237"
2018,10,"10,268,808","2,219,703","12,488,511"
2018,11,"9,888,304","2,042,505","11,930,809"
2018,12,"9,764,388","2,378,953","12,143,341"
2018,TOTAL,"119,470,872","28,708,184","148,179,056"
2019,1,"9,547,545","2,322,291","11,869,836"
2019,2,"9,234,530","2,033,546","11,268,076"
2019,3,"10,903,095","2,503,166","13,406,261"
2019,4,"10,162,370","2,385,868","12,548,238"
2019,5,"11,006,299","2,598,872","13,605,171"
2019,6,"10,931,036","2,911,195","13,842,231"
2019,7,"11,275,851","3,084,972","14,360,823"
2019,8,"11,052,004","2,882,079","13,934,083"
2019,9,"9,967,442","2,239,025","12,206,467"
2019,10,"10,783,388","2,292,466","13,075,854"
2019,11,"10,206,878","2,057,374","12,264,252"
2019,12,"10,960,472","2,440,847","13,401,319"
2019,TOTAL,"126,030,910","29,751,701","155,782,611"
2020,1,"9,856,466","2,352,569","12,209,035"
2020,2,"9,497,925","2,099,377","11,597,302"
2020,3,"5,358,364","1,184,413","6,542,777"
2020,4,"632,751","25,466","658,217"
2020,5,"1,659,960","45,679","1,705,639"
2020,6,"2,960,275","135,940","3,096,215"
2020,7,"4,303,170","330,341","4,633,511"
2020,8,"4,337,403","349,851","4,687,254"
2020,9,"4,538,441","356,600","4,895,041"
2020,10,"5,096,586","536,262","5,632,848"
2020,11,"4,269,428","736,478","5,005,906"
2020,12,"4,159,000","923,062","5,082,062"
2020,TOTAL,"56,669,769","9,076,038","65,745,807"
2021,1,"3,810,784","825,162","4,635,946"
2021,2,"3,622,927","600,126","4,223,053"
2021,3,"6,094,754","1,085,844","7,180,598"
2021,4,"7,255,583","1,304,145","8,559,728"
2021,5,"8,602,886","1,507,313","10,110,199"
2021,6,"10,186,206","1,729,887","11,916,093"
2021,7,"10,950,575","1,921,078","12,871,653"
2021,8,"9,611,400","1,586,292","11,197,692"
2021,9,"8,814,710","1,185,759","10,000,469"
2021,10,"10,101,160","1,432,163","11,533,323"
2021,11,"10,071,653","1,717,268","11,788,921"
2021,12,"10,082,533","2,073,051","12,155,584"
2021,TOTAL,"99,205,171","16,968,088","116,173,259"
2022,1,"7,540,744","1,760,041","9,300,785"
2022,2,"7,826,108","1,691,195","9,517,303"
2022,3,"10,352,490","2,360,804","12,713,294"
2022,4,"9,867,631","2,518,313","12,385,944"
2022,5,"10,552,264","2,659,191","13,211,455"
2022,6,"10,709,147","2,955,280","13,664,427"
2022,7,"10,978,171","3,164,381","14,142,552"
2022,8,"10,584,516","2,867,868","13,452,384"
2022,9,"10,068,232","2,431,817","12,500,049"
2022,10,"11,151,633","2,566,394","13,718,027"
2022,11,"10,305,541","2,524,229","12,829,770"
2022,12,"10,575,179","2,806,874","13,382,053"
2022,TOTAL,"120,511,656","30,306,387","150,818,043"
2023,1,"9,503,838","2,656,679","12,160,517"
2023,2,"9,383,078","2,416,024","11,799,102"
2023,3,"11,240,851","2,875,526","14,116,377"
2023,4,"10,865,879","2,730,826","13,596,705"
2023,TOTAL,"40,993,646","10,679,055","51,672,701"
